t=2026-06-06T15:29:11+0530 lvl=info msg="no configuration paths supplied"
t=2026-06-06T15:29:11+0530 lvl=info msg="using configuration at default config path" path=C:\\Users\\ayush\\AppData\\Local\\ngrok\\ngrok.yml
t=2026-06-06T15:29:11+0530 lvl=info msg="open config file" path=C:\\Users\\ayush\\AppData\\Local\\ngrok\\ngrok.yml err=nil
t=2026-06-06T15:29:11+0530 lvl=info msg="FIPS 140 mode" enabled=false
t=2026-06-06T15:29:12+0530 lvl=info msg="starting web service" obj=web addr=127.0.0.1:4040 allow_hosts=[]
t=2026-06-06T16:02:46+0530 lvl=info msg="join connections" obj=join id=ac47c19c27da l=127.0.0.1:5000 r=122.161.50.164:23015
t=2026-06-06T16:02:46+0530 lvl=info msg="join connections" obj=join id=17f8bd96e9a2 l=127.0.0.1:5000 r=122.161.50.164:23015
t=2026-06-06T16:02:47+0530 lvl=info msg="join connections" obj=join id=05c22d3ed864 l=127.0.0.1:5000 r=122.161.50.164:31561
t=2026-06-06T16:02:47+0530 lvl=info msg="join connections" obj=join id=c333fc9e0d87 l=127.0.0.1:5000 r=122.161.50.164:31561
t=2026-06-06T16:02:47+0530 lvl=info msg="join connections" obj=join id=4a82875f9187 l=127.0.0.1:5000 r=122.161.50.164:31561
t=2026-06-06T16:02:47+0530 lvl=info msg="join connections" obj=join id=9ef6507945b4 l=127.0.0.1:5000 r=122.161.50.164:31561
t=2026-06-06T16:02:48+0530 lvl=info msg="join connections" obj=join id=599670462b06 l=127.0.0.1:5000 r=122.161.50.164:31561
t=2026-06-06T16:02:51+0530 lvl=info msg="join connections" obj=join id=3ad6ec54075f l=127.0.0.1:5000 r=122.161.50.164:31561
t=2026-06-06T16:02:52+0530 lvl=info msg="join connections" obj=join id=10b1c05f7629 l=127.0.0.1:5000 r=122.161.50.164:31561
t=2026-06-06T16:02:52+0530 lvl=info msg="join connections" obj=join id=6c0384bb86ff l=127.0.0.1:5000 r=122.161.50.164:31561
t=2026-06-06T16:02:52+0530 lvl=info msg="join connections" obj=join id=d41cc89c4c53 l=127.0.0.1:5000 r=122.161.50.164:31561
t=2026-06-06T16:02:52+0530 lvl=info msg="join connections" obj=join id=10d75de3687b l=127.0.0.1:5000 r=122.161.50.164:31561
t=2026-06-06T16:02:53+0530 lvl=info msg="join connections" obj=join id=a7b9ce99916d l=127.0.0.1:5000 r=122.161.50.164:31561
t=2026-06-06T16:02:54+0530 lvl=info msg="join connections" obj=join id=69bc7c913720 l=127.0.0.1:5000 r=122.161.50.164:31561
t=2026-06-06T16:02:54+0530 lvl=info msg="join connections" obj=join id=05a2e3bad07f l=127.0.0.1:5000 r=122.161.50.164:31561
t=2026-06-06T16:02:54+0530 lvl=info msg="join connections" obj=join id=b330f3ff138e l=127.0.0.1:5000 r=122.161.50.164:31561
t=2026-06-06T16:02:54+0530 lvl=info msg="join connections" obj=join id=6199da60506f l=127.0.0.1:5000 r=122.161.50.164:31561
t=2026-06-06T16:02:55+0530 lvl=info msg="join connections" obj=join id=4329ae516243 l=127.0.0.1:5000 r=122.161.50.164:31561
t=2026-06-06T16:02:55+0530 lvl=info msg="join connections" obj=join id=54c1d3f91c31 l=127.0.0.1:5000 r=122.161.50.164:31561
t=2026-06-06T16:02:56+0530 lvl=info msg="join connections" obj=join id=f14cdc303c23 l=127.0.0.1:5000 r=122.161.50.164:31561
t=2026-06-06T16:08:26+0530 lvl=info msg="join connections" obj=join id=f16555f279d3 l=127.0.0.1:5000 r=122.161.50.164:31561
t=2026-06-06T16:08:29+0530 lvl=info msg="join connections" obj=join id=a84c865c9949 l=127.0.0.1:5000 r=122.161.50.164:31561
t=2026-06-06T16:08:31+0530 lvl=info msg="join connections" obj=join id=6883e6336787 l=127.0.0.1:5000 r=122.161.50.164:31561
t=2026-06-06T16:08:32+0530 lvl=info msg="join connections" obj=join id=290832830498 l=127.0.0.1:5000 r=122.161.50.164:31561
t=2026-06-06T16:08:33+0530 lvl=info msg="join connections" obj=join id=8eee1fdb515e l=127.0.0.1:5000 r=122.161.50.164:31561
t=2026-06-06T16:08:33+0530 lvl=info msg="join connections" obj=join id=d1c22b5dff0d l=127.0.0.1:5000 r=122.161.50.164:31561
t=2026-06-06T16:08:51+0530 lvl=info msg="join connections" obj=join id=8daabddbc234 l=127.0.0.1:5000 r=122.161.50.164:31561
t=2026-06-06T16:11:17+0530 lvl=info msg="join connections" obj=join id=8cab5526d452 l=127.0.0.1:5000 r=122.161.50.164:31561
t=2026-06-06T16:11:29+0530 lvl=info msg="join connections" obj=join id=6e1eb8e4ebd3 l=127.0.0.1:5000 r=122.161.50.164:31561
t=2026-06-06T16:11:30+0530 lvl=info msg="join connections" obj=join id=e5d785b24116 l=127.0.0.1:5000 r=122.161.50.164:31561
t=2026-06-06T16:11:30+0530 lvl=info msg="join connections" obj=join id=36f3837ada4f l=127.0.0.1:5000 r=122.161.50.164:31561
t=2026-06-06T16:11:31+0530 lvl=info msg="join connections" obj=join id=6f0d17c3707a l=127.0.0.1:5000 r=122.161.50.164:31561
t=2026-06-06T16:11:33+0530 lvl=info msg="join connections" obj=join id=db2cf7a4ce0c l=127.0.0.1:5000 r=122.161.50.164:31561
t=2026-06-06T16:12:21+0530 lvl=info msg="join connections" obj=join id=9b522631cfe4 l=127.0.0.1:5000 r=122.161.50.164:31561
t=2026-06-06T16:12:22+0530 lvl=info msg="join connections" obj=join id=3813c2926480 l=127.0.0.1:5000 r=122.161.50.164:31561
t=2026-06-06T16:12:23+0530 lvl=info msg="join connections" obj=join id=91cd04647ddb l=127.0.0.1:5000 r=122.161.50.164:31561
t=2026-06-06T16:12:23+0530 lvl=info msg="join connections" obj=join id=b812b2478474 l=127.0.0.1:5000 r=122.161.50.164:31561
t=2026-06-06T16:12:25+0530 lvl=info msg="join connections" obj=join id=fda42a1e999f l=127.0.0.1:5000 r=122.161.50.164:31561
t=2026-06-06T16:12:25+0530 lvl=info msg="join connections" obj=join id=c7d551c0f23d l=127.0.0.1:5000 r=122.161.50.164:31561
t=2026-06-06T16:12:26+0530 lvl=info msg="join connections" obj=join id=cd732f49f42b l=127.0.0.1:5000 r=122.161.50.164:31561
t=2026-06-06T16:12:30+0530 lvl=info msg="join connections" obj=join id=c667fc24658c l=127.0.0.1:5000 r=122.161.50.164:31561
t=2026-06-06T16:12:40+0530 lvl=info msg="join connections" obj=join id=34f8bc451c8e l=127.0.0.1:5000 r=122.161.50.164:31561
t=2026-06-06T16:22:43+0530 lvl=info msg="join connections" obj=join id=b5155c811f87 l=127.0.0.1:5000 r=122.161.50.164:31561
t=2026-06-06T16:22:45+0530 lvl=info msg="join connections" obj=join id=dcc7b004e7cf l=127.0.0.1:5000 r=122.161.50.164:31561
t=2026-06-06T16:22:47+0530 lvl=info msg="join connections" obj=join id=95704fce49ba l=127.0.0.1:5000 r=122.161.50.164:31561
t=2026-06-06T16:22:47+0530 lvl=info msg="join connections" obj=join id=90607ef17294 l=127.0.0.1:5000 r=122.161.50.164:31561
t=2026-06-06T16:22:48+0530 lvl=info msg="join connections" obj=join id=db65adddbe8c l=127.0.0.1:5000 r=122.161.50.164:31561
t=2026-06-06T16:22:48+0530 lvl=info msg="join connections" obj=join id=db15ee98b778 l=127.0.0.1:5000 r=122.161.50.164:31561
t=2026-06-06T16:23:45+0530 lvl=info msg="join connections" obj=join id=2c6fcaf5b24d l=127.0.0.1:5000 r=122.161.50.164:31561
t=2026-06-06T16:25:46+0530 lvl=info msg="join connections" obj=join id=a0f4c8d01ae9 l=127.0.0.1:5000 r=122.161.50.164:31561
t=2026-06-06T16:25:48+0530 lvl=info msg="join connections" obj=join id=7f358201b65d l=127.0.0.1:5000 r=122.161.50.164:31561
t=2026-06-06T16:25:48+0530 lvl=info msg="join connections" obj=join id=7dca313b4a35 l=127.0.0.1:5000 r=122.161.50.164:31561
t=2026-06-06T16:25:48+0530 lvl=info msg="join connections" obj=join id=88b0cb2646d9 l=127.0.0.1:5000 r=122.161.50.164:31561
t=2026-06-06T16:25:50+0530 lvl=info msg="join connections" obj=join id=1ba18b1a3773 l=127.0.0.1:5000 r=122.161.50.164:31561
t=2026-06-06T16:26:23+0530 lvl=info msg="join connections" obj=join id=1a149cc02cb7 l=127.0.0.1:5000 r=122.161.50.164:31561
t=2026-06-06T16:26:40+0530 lvl=info msg="join connections" obj=join id=e45f8022fd5e l=127.0.0.1:5000 r=122.161.50.164:31561
t=2026-06-06T16:26:41+0530 lvl=info msg="join connections" obj=join id=9006c0156878 l=127.0.0.1:5000 r=122.161.50.164:31561
t=2026-06-06T16:26:42+0530 lvl=info msg="join connections" obj=join id=33e7f47539a1 l=127.0.0.1:5000 r=122.161.50.164:31561
t=2026-06-06T16:26:42+0530 lvl=info msg="join connections" obj=join id=bfe69d6fd0db l=127.0.0.1:5000 r=122.161.50.164:31561
t=2026-06-06T16:26:42+0530 lvl=info msg="join connections" obj=join id=31a7ee4463b3 l=127.0.0.1:5000 r=122.161.50.164:31561
t=2026-06-06T16:26:43+0530 lvl=info msg="join connections" obj=join id=95993a2d6493 l=127.0.0.1:5000 r=122.161.50.164:31561
t=2026-06-06T16:26:59+0530 lvl=info msg="join connections" obj=join id=67074b1477ad l=127.0.0.1:5000 r=122.161.50.164:31561
t=2026-06-06T16:27:19+0530 lvl=info msg="join connections" obj=join id=18a47c0f924b l=127.0.0.1:5000 r=122.161.50.164:31561
t=2026-06-06T16:27:21+0530 lvl=info msg="join connections" obj=join id=0baa356f96a6 l=127.0.0.1:5000 r=122.161.50.164:31561
t=2026-06-06T16:27:21+0530 lvl=info msg="join connections" obj=join id=a20e7dde26cb l=127.0.0.1:5000 r=122.161.50.164:31561
t=2026-06-06T16:27:21+0530 lvl=info msg="join connections" obj=join id=f05605de1a5f l=127.0.0.1:5000 r=122.161.50.164:31561
t=2026-06-06T16:27:21+0530 lvl=info msg="join connections" obj=join id=eecd7f027e55 l=127.0.0.1:5000 r=122.161.50.164:31561
t=2026-06-06T16:27:23+0530 lvl=info msg="join connections" obj=join id=17754c9fe4cf l=127.0.0.1:5000 r=122.161.50.164:31561
t=2026-06-06T16:27:35+0530 lvl=info msg="join connections" obj=join id=677a9db76977 l=127.0.0.1:5000 r=122.161.50.164:31561
t=2026-06-06T19:17:40+0530 lvl=eror msg="heartbeat timeout, terminating session" obj=tunnels.session obj=csess id=0575dd21560c clientid=723973fb2cbea913f3b1f2ac4d6399d4
t=2026-06-06T19:17:44+0530 lvl=eror msg="session closed, starting reconnect loop" obj=tunnels.session obj=csess id=5a4305b19a54 err="session closed"
t=2026-06-06T19:18:02+0530 lvl=info msg="client session established" obj=tunnels.session
t=2026-06-06T19:18:02+0530 lvl=info msg="tunnel session started" obj=tunnels.session
t=2026-06-06T19:22:22+0530 lvl=info msg="join connections" obj=join id=57cd7f7485a3 l=127.0.0.1:5000 r=122.161.50.164:16647
t=2026-06-06T19:22:24+0530 lvl=info msg="join connections" obj=join id=0abd92889ab3 l=127.0.0.1:5000 r=122.161.50.164:16647
t=2026-06-06T19:22:25+0530 lvl=info msg="join connections" obj=join id=87666c6860ea l=127.0.0.1:5000 r=122.161.50.164:16647
t=2026-06-06T19:22:25+0530 lvl=info msg="join connections" obj=join id=fd099b540839 l=127.0.0.1:5000 r=122.161.50.164:16647
t=2026-06-06T19:22:26+0530 lvl=info msg="join connections" obj=join id=70f1c68cdf2d l=127.0.0.1:5000 r=122.161.50.164:16647
t=2026-06-06T19:23:00+0530 lvl=info msg="join connections" obj=join id=941e9ff941f1 l=127.0.0.1:5000 r=122.161.50.164:16647
t=2026-06-06T19:23:10+0530 lvl=info msg="join connections" obj=join id=f41a5a6344ea l=127.0.0.1:5000 r=122.161.50.164:16647
t=2026-06-06T19:23:10+0530 lvl=info msg="join connections" obj=join id=5ab073afc183 l=127.0.0.1:5000 r=122.161.50.164:16647
t=2026-06-06T19:23:11+0530 lvl=info msg="join connections" obj=join id=53c5dfbdb56b l=127.0.0.1:5000 r=122.161.50.164:16647
t=2026-06-06T19:23:12+0530 lvl=info msg="join connections" obj=join id=564100399742 l=127.0.0.1:5000 r=122.161.50.164:16647
t=2026-06-06T19:23:12+0530 lvl=info msg="join connections" obj=join id=573aebb465d0 l=127.0.0.1:5000 r=122.161.50.164:16647
t=2026-06-06T19:23:13+0530 lvl=info msg="join connections" obj=join id=b99b611cb237 l=127.0.0.1:5000 r=122.161.50.164:16647
t=2026-06-06T19:23:23+0530 lvl=info msg="join connections" obj=join id=f5fb26c6f250 l=127.0.0.1:5000 r=122.161.50.164:16647
t=2026-06-06T19:24:14+0530 lvl=info msg="join connections" obj=join id=8b534afb3911 l=127.0.0.1:5000 r=122.161.50.164:16647
t=2026-06-06T19:24:16+0530 lvl=info msg="join connections" obj=join id=71ded7594bf2 l=127.0.0.1:5000 r=122.161.50.164:16647
t=2026-06-06T19:24:16+0530 lvl=info msg="join connections" obj=join id=fde54ee1f849 l=127.0.0.1:5000 r=122.161.50.164:16647
t=2026-06-06T19:24:17+0530 lvl=info msg="join connections" obj=join id=6759e98ff812 l=127.0.0.1:5000 r=122.161.50.164:16647
t=2026-06-06T19:24:17+0530 lvl=info msg="join connections" obj=join id=9a14af588703 l=127.0.0.1:5000 r=122.161.50.164:16647
t=2026-06-06T19:24:19+0530 lvl=info msg="join connections" obj=join id=90d4f29cb45b l=127.0.0.1:5000 r=122.161.50.164:16647
t=2026-06-06T19:25:01+0530 lvl=info msg="join connections" obj=join id=fac20916cfaa l=127.0.0.1:5000 r=122.161.50.164:16647
t=2026-06-06T19:28:54+0530 lvl=info msg="join connections" obj=join id=b66e2c80eb21 l=127.0.0.1:5000 r=122.161.50.164:16647
t=2026-06-06T19:28:55+0530 lvl=info msg="join connections" obj=join id=aef7b846ce46 l=127.0.0.1:5000 r=122.161.50.164:16647
t=2026-06-06T19:28:55+0530 lvl=info msg="join connections" obj=join id=6780d9c9b619 l=127.0.0.1:5000 r=122.161.50.164:16647
t=2026-06-06T19:28:55+0530 lvl=info msg="join connections" obj=join id=e10eb8e00d53 l=127.0.0.1:5000 r=122.161.50.164:16647
t=2026-06-06T19:28:56+0530 lvl=info msg="join connections" obj=join id=14b2aa6b7ac0 l=127.0.0.1:5000 r=122.161.50.164:16647
t=2026-06-06T19:28:59+0530 lvl=info msg="join connections" obj=join id=9aca3226567b l=127.0.0.1:5000 r=122.161.50.164:16647
t=2026-06-06T19:28:59+0530 lvl=info msg="join connections" obj=join id=a917ad2d0bbb l=127.0.0.1:5000 r=122.161.50.164:16647
t=2026-06-06T19:29:05+0530 lvl=info msg="join connections" obj=join id=e59ca080e23b l=127.0.0.1:5000 r=122.161.50.164:16647
t=2026-06-06T19:29:07+0530 lvl=info msg="join connections" obj=join id=488cba5fde3c l=127.0.0.1:5000 r=122.161.50.164:16647
t=2026-06-06T19:29:07+0530 lvl=info msg="join connections" obj=join id=8e529741ccfa l=127.0.0.1:5000 r=122.161.50.164:16647
t=2026-06-06T19:29:08+0530 lvl=info msg="join connections" obj=join id=08156e8f5618 l=127.0.0.1:5000 r=122.161.50.164:16647
t=2026-06-06T19:29:08+0530 lvl=info msg="join connections" obj=join id=f4e87f03783f l=127.0.0.1:5000 r=122.161.50.164:16647
t=2026-06-06T19:29:16+0530 lvl=info msg="join connections" obj=join id=f63bb291a476 l=127.0.0.1:5000 r=122.161.50.164:16647
t=2026-06-06T19:29:16+0530 lvl=info msg="join connections" obj=join id=e7d1f67cafbd l=127.0.0.1:5000 r=122.161.50.164:16647
t=2026-06-06T19:29:22+0530 lvl=info msg="join connections" obj=join id=059c0cf2e298 l=127.0.0.1:5000 r=122.161.50.164:16647
t=2026-06-06T19:32:37+0530 lvl=info msg="join connections" obj=join id=1297b57eeb9a l=127.0.0.1:5000 r=122.161.50.164:16647
t=2026-06-06T19:32:37+0530 lvl=info msg="join connections" obj=join id=5c5418340238 l=127.0.0.1:5000 r=122.161.50.164:16647
t=2026-06-06T19:32:38+0530 lvl=info msg="join connections" obj=join id=b254c1842c74 l=127.0.0.1:5000 r=122.161.50.164:16647
t=2026-06-06T19:32:39+0530 lvl=info msg="join connections" obj=join id=a4dc98362e68 l=127.0.0.1:5000 r=122.161.50.164:16647
t=2026-06-06T19:32:40+0530 lvl=info msg="join connections" obj=join id=aaf9ba53db1a l=127.0.0.1:5000 r=122.161.50.164:16647
t=2026-06-06T19:32:40+0530 lvl=info msg="join connections" obj=join id=71641a5eb985 l=127.0.0.1:5000 r=122.161.50.164:16647
t=2026-06-06T19:33:12+0530 lvl=info msg="join connections" obj=join id=209322f4838d l=127.0.0.1:5000 r=122.161.50.164:16647
t=2026-06-06T19:33:14+0530 lvl=info msg="join connections" obj=join id=274910e0ccfa l=127.0.0.1:5000 r=122.161.50.164:16647
t=2026-06-06T19:33:14+0530 lvl=info msg="join connections" obj=join id=60bd8c606561 l=127.0.0.1:5000 r=122.161.50.164:16647
t=2026-06-06T19:33:15+0530 lvl=info msg="join connections" obj=join id=101d51803ee9 l=127.0.0.1:5000 r=122.161.50.164:16647
t=2026-06-06T19:33:15+0530 lvl=info msg="join connections" obj=join id=60556d9b1873 l=127.0.0.1:5000 r=122.161.50.164:16647
t=2026-06-06T19:33:16+0530 lvl=info msg="join connections" obj=join id=767b3f6c848c l=127.0.0.1:5000 r=122.161.50.164:16647
t=2026-06-06T19:33:17+0530 lvl=info msg="join connections" obj=join id=4acbad26b993 l=127.0.0.1:5000 r=122.161.50.164:16647
t=2026-06-06T19:33:26+0530 lvl=info msg="join connections" obj=join id=0690132e7a71 l=127.0.0.1:5000 r=122.161.50.164:16647
t=2026-06-06T19:33:28+0530 lvl=info msg="join connections" obj=join id=44f0c2eabf99 l=127.0.0.1:5000 r=122.161.50.164:16647
t=2026-06-06T19:33:31+0530 lvl=info msg="join connections" obj=join id=a6b78f98158c l=127.0.0.1:5000 r=122.161.50.164:16647
t=2026-06-06T19:33:32+0530 lvl=info msg="join connections" obj=join id=5b5465ec6722 l=127.0.0.1:5000 r=122.161.50.164:16647
t=2026-06-06T19:33:32+0530 lvl=info msg="join connections" obj=join id=41b9bc7ec3a9 l=127.0.0.1:5000 r=122.161.50.164:16647
t=2026-06-06T19:33:32+0530 lvl=info msg="join connections" obj=join id=65ef3f2054ac l=127.0.0.1:5000 r=122.161.50.164:16647
t=2026-06-06T19:33:33+0530 lvl=info msg="join connections" obj=join id=e6662388b33f l=127.0.0.1:5000 r=122.161.50.164:16647
t=2026-06-06T19:49:02+0530 lvl=eror msg="heartbeat timeout, terminating session" obj=tunnels.session obj=csess id=feca05a878f7 clientid=723973fb2cbea913f3b1f2ac4d6399d4
t=2026-06-06T19:49:17+0530 lvl=eror msg="session closed, starting reconnect loop" obj=tunnels.session obj=csess id=5a4305b19a54 err="read tcp 192.168.1.8:52266->3.108.166.207:443: wsarecv: An existing connection was forcibly closed by the remote host."
t=2026-06-06T19:49:21+0530 lvl=info msg="client session established" obj=tunnels.session
t=2026-06-06T19:49:21+0530 lvl=info msg="tunnel session started" obj=tunnels.session
t=2026-06-06T21:00:18+0530 lvl=eror msg="heartbeat timeout, terminating session" obj=tunnels.session obj=csess id=a8c293bd604f clientid=723973fb2cbea913f3b1f2ac4d6399d4
t=2026-06-06T21:00:28+0530 lvl=eror msg="session closed, starting reconnect loop" obj=tunnels.session obj=csess id=5a4305b19a54 err="session closed"
t=2026-06-06T21:00:30+0530 lvl=info msg="client session established" obj=tunnels.session
t=2026-06-06T21:00:30+0530 lvl=info msg="tunnel session started" obj=tunnels.session
t=2026-06-06T21:29:16+0530 lvl=info msg="update available" obj=updater
t=2026-06-06T21:50:30+0530 lvl=info msg="join connections" obj=join id=675b789b1c0f l=127.0.0.1:5000 r=122.161.50.164:18699
t=2026-06-06T21:50:30+0530 lvl=info msg="join connections" obj=join id=28fc83b9f9c7 l=127.0.0.1:5000 r=122.161.50.164:13779
t=2026-06-06T21:50:31+0530 lvl=info msg="join connections" obj=join id=647369156390 l=127.0.0.1:5000 r=122.161.50.164:13779
t=2026-06-06T21:50:32+0530 lvl=info msg="join connections" obj=join id=f8d97b3a6bb5 l=127.0.0.1:5000 r=122.161.50.164:13779
t=2026-06-06T22:39:53+0530 lvl=eror msg="heartbeat timeout, terminating session" obj=tunnels.session obj=csess id=74b138c72610 clientid=723973fb2cbea913f3b1f2ac4d6399d4
t=2026-06-06T22:39:56+0530 lvl=eror msg="session closed, starting reconnect loop" obj=tunnels.session obj=csess id=5a4305b19a54 err="session closed"
t=2026-06-06T22:40:07+0530 lvl=info msg="client session established" obj=tunnels.session
t=2026-06-06T22:40:07+0530 lvl=info msg="tunnel session started" obj=tunnels.session
t=2026-06-06T22:59:45+0530 lvl=eror msg="heartbeat timeout, terminating session" obj=tunnels.session obj=csess id=2f60078e3da7 clientid=723973fb2cbea913f3b1f2ac4d6399d4
t=2026-06-06T22:59:56+0530 lvl=eror msg="session closed, starting reconnect loop" obj=tunnels.session obj=csess id=5a4305b19a54 err="read tcp 192.168.1.8:58237->3.108.208.206:443: wsarecv: An existing connection was forcibly closed by the remote host."
t=2026-06-06T23:00:09+0530 lvl=info msg="client session established" obj=tunnels.session
t=2026-06-06T23:00:09+0530 lvl=info msg="tunnel session started" obj=tunnels.session
